Node	Label
§ 47.61   Dealer's Aircraft Registration Certificates.	47
§ 47.63   Application.	47
§ 47.65   Eligibility.	47
§ 47.67   Evidence of ownership.	47
§ 47.69   Limitations.	47
§ 47.71   Duration of Certificate; change of status.	47
§ 48.1   Applicability.	48
§ 48.5   Compliance dates.	48
§ 48.10   Definitions.	48
§ 48.15   Requirement to register.	48
§ 48.20   Eligibility for registration.	48
§ 48.25   Applicants.	48
§ 48.30   Fees.	48
§ 48.100   Application.	48
§ 48.105   Requirement to maintain current information.	48
§ 48.110   Registration: Persons intending to use small unmanned aircraft for purposes other than as model aircraft.	48
§ 48.115   Registration: Individuals intending to use small unmanned aircraft exclusively as a model aircraft.	48
§ 48.120   Invalid registration.	48
§ 48.125   Foreign civil aircraft.	48
§ 48.200   General.	48
§ 48.205   Display and location of unique identifier.	48
§ 49.1   Applicability.	49
§ 49.11   FAA Aircraft Registry.	49
§ 49.13   Signatures and acknowledgements.	49
§ 49.15   Fees for recording.	49
§ 49.17   Conveyances recorded.	49
§ 49.19   Effective date of filing for recordation.	49
§ 49.21   Return of original conveyance.	49
§ 49.31   Applicability.	49
§ 49.33   Eligibility for recording: general requirements.	49
§ 49.35   Eligibility for recording: ownership requirements.	49
§ 49.37   Claims for salvage or extraordinary expenses.	49
§ 49.41   Applicability.	49
§ 49.43   Eligibility for recording: general requirements.	49
§ 49.45   Recording of releases, cancellations, discharges, and satisfactions: special requirements.	49
§ 49.51   Applicability.	49
§ 49.53   Eligibility for recording: general requirements.	49
§ 49.55   Recording of releases, cancellations, discharges, and satisfactions: special requirements.	49
§ 49.61   Applicability.	49
§ 49.63   Eligibility for Authorization for Transmission to the International Registry: general requirements.	49
§ 60.1   Applicability.	60
§ 60.2   Applicability of sponsor rules to persons who are not sponsors and who are engaged in certain unauthorized activities.	60
§ 60.3   Definitions.	60
§ 60.4   Qualification Performance Standards.	60
§ 60.5   Quality management system.	60
§ 60.7   Sponsor qualification requirements.	60
§ 60.9   Additional responsibilities of the sponsor.	60
§ 60.11   FSTD use.	60
§ 60.13   FSTD objective data requirements.	60
§ 60.14   Special equipment and personnel requirements for qualification of the FSTD.	60
§ 60.15   Initial qualification requirements.	60
§ 60.16   Additional qualifications for a currently qualified FSTD.	60
§ 60.17   Previously qualified FSTDs.	60
§ 60.19   Inspection, continuing qualification evaluation, and maintenance requirements.	60
§ 60.20   Logging FSTD discrepancies.	60
§ 60.21   Interim qualification of FSTDs for new aircraft types or models.	60
§ 60.23   Modifications to FSTDs.	60
§ 60.25   Operation with missing, malfunctioning, or inoperative components.	60
§ 60.27   Automatic loss of qualification and procedures for restoration of qualification.	60
§ 60.29   Other losses of qualification and procedures for restoration of qualification.	60
§ 60.31   Recordkeeping and reporting.	60
§ 60.33   Applications, logbooks, reports, and records: Fraud, falsification, or incorrect statements.	60
§ 60.35   Specific full flight simulator compliance requirements.	60
§ 60.37   FSTD qualification on the basis of a Bilateral Aviation Safety Agreement (BASA).	60
§ 61.1   Applicability and definitions.	61
§ 61.2   Exercise of Privilege.	61
§ 61.3   Requirement for certificates, ratings, and authorizations.	61
§ 61.4   Qualification and approval of flight simulators and flight training devices.	61
§ 61.5   Certificates and ratings issued under this part.	61
§ 61.7   Obsolete certificates and ratings.	61
§ 61.8   Inapplicability of unmanned aircraft operations.	61
§ 61.11   Expired pilot certificates and re-issuance.	61
§ 61.13   Issuance of airman certificates, ratings, and authorizations.	61
§ 61.15   Offenses involving alcohol or drugs.	61
§ 61.16   Refusal to submit to an alcohol test or to furnish test results.	61
§ 61.17   Temporary certificate.	61
§ 61.18   Security disqualification.	61
§ 61.19   Duration of pilot and instructor certificates and privileges.	61
§ 61.21   Duration of a Category II and a Category III pilot authorization (for other than part 121 and part 135 use).	61
§ 61.23   Medical certificates: Requirement and duration.	61
§ 61.25   Change of name.	61
§ 61.27   Voluntary surrender or exchange of certificate.	61
§ 61.29   Replacement of a lost or destroyed airman or medical certificate or knowledge test report.	61
§ 61.31   Type rating requirements, additional training, and authorization requirements.	61
§ 61.33   Tests: General procedure.	61
§ 61.35   Knowledge test: Prerequisites and passing grades.	61
§ 61.37   Knowledge tests: Cheating or other unauthorized conduct.	61
§ 61.39   Prerequisites for practical tests.	61
§ 61.41   Flight training received from flight instructors not certificated by the FAA.	61
§ 61.43   Practical tests: General procedures.	61
§ 61.45   Practical tests: Required aircraft and equipment.	61
§ 61.47   Status of an examiner who is authorized by the Administrator to conduct practical tests.	61
§ 61.49   Retesting after failure.	61
§ 61.51   Pilot logbooks.	61
§ 61.52   Use of aeronautical experience obtained in ultralight vehicles.	61
§ 61.53   Prohibition on operations during medical deficiency.	61
§ 61.55   Second-in-command qualifications.	61
§ 61.56   Flight review.	61
§ 61.57   Recent flight experience: Pilot in command.	61
§ 61.58   Pilot-in-command proficiency check: Operation of an aircraft that requires more than one pilot flight crewmember or is turbojet-powered.	61
§ 61.59   Falsification, reproduction, or alteration of applications, certificates, logbooks, reports, or records.	61
§ 61.60   Change of address.	61
§ 61.61   Applicability.	61
§ 61.63   Additional aircraft ratings (other than for ratings at the airline transport pilot certification level).	61
§ 61.64   Use of a flight simulator and flight training device.	61
§ 61.65   Instrument rating requirements.	61
§ 61.66   Enhanced Flight Vision System Pilot Requirements.	61
§ 61.67   Category II pilot authorization requirements.	61
§ 61.68   Category III pilot authorization requirements.	61
§ 61.69   Glider and unpowered ultralight vehicle towing: Experience and training requirements.	61
§ 61.71   Graduates of an approved training program other than under this part: Special rules.	61
§ 61.73   Military pilots or former military pilots: Special rules.	61
§ 61.75   Private pilot certificate issued on the basis of a foreign pilot license.	61
§ 61.77   Special purpose pilot authorization: Operation of a civil aircraft of the United States and leased by a non-U.S. citizen.	61
§ 61.81   Applicability.	61
§ 61.83   Eligibility requirements for student pilots.	61
§ 61.85   Application.	61
§ 61.87   Solo requirements for student pilots.	61
§ 61.89   General limitations.	61
§ 61.93   Solo cross-country flight requirements.	61
§ 61.94   Student pilot seeking a sport pilot certificate or a recreational pilot certificate: Operations at airports within, and in airspace located within, Class B, C, and D airspace, or at airports with an operational control tower in other airspace.	61
§ 61.95   Operations in Class B airspace and at airports located within Class B airspace.	61
§ 61.96   Applicability and eligibility requirements: General.	61
§ 61.97   Aeronautical knowledge.	61
§ 61.98   Flight proficiency.	61
§ 61.99   Aeronautical experience.	61
§ 61.100   Pilots based on small islands.	61
§ 61.101   Recreational pilot privileges and limitations.	61
§ 61.102   Applicability.	61
§ 61.103   Eligibility requirements: General.	61
§ 61.105   Aeronautical knowledge.	61
§ 61.107   Flight proficiency.	61
§ 61.109   Aeronautical experience.	61
§ 61.110   Night flying exceptions.	61
§ 61.111   Cross-country flights: Pilots based on small islands.	61
§ 61.113   Private pilot privileges and limitations: Pilot in command.	61
§ 61.115   Balloon rating: Limitations.	61
§ 61.117   Private pilot privileges and limitations: Second in command of aircraft requiring more than one pilot.	61
§ 61.121   Applicability.	61
§ 61.123   Eligibility requirements: General.	61
§ 61.125   Aeronautical knowledge.	61
§ 61.127   Flight proficiency.	61
§ 61.129   Aeronautical experience.	61
§ 61.131   Exceptions to the night flying requirements.	61
§ 61.133   Commercial pilot privileges and limitations.	61
§ 61.151   Applicability.	61
§ 61.153   Eligibility requirements: General.	61
§ 61.155   Aeronautical knowledge.	61
§ 61.156   Training requirements: Airplane category - multiengine class rating or airplane type rating concurrently with airline transport pilot certificate.	61
§ 61.157   Flight proficiency.	61
§ 61.159   Aeronautical experience: Airplane category rating.	61
§ 61.160   Aeronautical experience - airplane category restricted privileges.	61
§ 61.161   Aeronautical experience: Rotorcraft category and helicopter class rating.	61
§ 61.163   Aeronautical experience: Powered-lift category rating.	61
§ 61.165   Additional aircraft category and class ratings.	61
§ 61.167   Airline transport pilot privileges and limitations.	61
§ 61.169   Letters of authorization for institutions of higher education.	61
§ 61.181   Applicability.	61
§ 61.183   Eligibility requirements.	61
§ 61.185   Aeronautical knowledge.	61
§ 61.187   Flight proficiency.	61
§ 61.189   Flight instructor records.	61
§ 61.191   Additional flight instructor ratings.	61
§ 61.193   Flight instructor privileges.	61
§ 61.195   Flight instructor limitations and qualifications.	61
§ 61.197   Renewal requirements for flight instructor certification.	61
§ 61.199   Reinstatement requirements of an expired flight instructor certificate.	61
§ 61.211   Applicability.	61
§ 61.213   Eligibility requirements.	61
§ 61.215   Ground instructor privileges.	61
§ 61.217   Recent experience requirements.	61
§ 61.301   What is the purpose of this subpart and to whom does it apply?	61
§ 61.303   If I want to operate a light-sport aircraft, what operating limits and endorsement requirements in this subpart must I comply with?	61
§ 61.305   What are the age and language requirements for a sport pilot certificate?	61
§ 61.307   What tests do I have to take to obtain a sport pilot certificate?	61
§ 61.309   What aeronautical knowledge must I have to apply for a sport pilot certificate?	61
§ 61.311   What flight proficiency requirements must I meet to apply for a sport pilot certificate?	61
§ 61.313   What aeronautical experience must I have to apply for a sport pilot certificate?	61
§ 61.315   What are the privileges and limits of my sport pilot certificate?	61
§ 61.317   Is my sport pilot certificate issued with aircraft category and class ratings?	61
§ 61.321   How do I obtain privileges to operate an additional category or class of light-sport aircraft?	61
§ 61.325   How do I obtain privileges to operate a light-sport aircraft at an airport within, or in airspace within, Class B, C, and D airspace, or in other airspace with an airport having an operational control tower?	61
§ 61.327   Are there specific endorsement requirements to operate a light-sport aircraft based on V	61
§ 61.401   What is the purpose of this subpart?	61
§ 61.403   What are the age, language, and pilot certificate requirements for a flight instructor certificate with a sport pilot rating?	61
§ 61.405   What tests do I have to take to obtain a flight instructor certificate with a sport pilot rating?	61
§ 61.407   What aeronautical knowledge must I have to apply for a flight instructor certificate with a sport pilot rating?	61
§ 61.409   What flight proficiency requirements must I meet to apply for a flight instructor certificate with a sport pilot rating?	61
§ 61.411   What aeronautical experience must I have to apply for a flight instructor certificate with a sport pilot rating?	61
§ 61.412   Do I need additional training to provide instruction on control and maneuvering an airplane solely by reference to the instruments in a light-sport aircraft based on V	61
§ 61.413   What are the privileges of my flight instructor certificate with a sport pilot rating?	61
§ 61.415   What are the limits of a flight instructor certificate with a sport pilot rating?	61
§ 61.417   Will my flight instructor certificate with a sport pilot rating list aircraft category and class ratings?	61
§ 61.419   How do I obtain privileges to provide training in an additional category or class of light-sport aircraft?	61
§ 61.421   May I give myself an endorsement?	61
§ 61.423   What are the recordkeeping requirements for a flight instructor with a sport pilot rating?	61
§ 61.425   How do I renew my flight instructor certificate?	61
§ 61.427   What must I do if my flight instructor certificate with a sport pilot rating expires?	61
§ 61.429   May I exercise the privileges of a flight instructor certificate with a sport pilot rating if I hold a flight instructor certificate with another rating?	61
§ 63.1   Applicability.	63
§ 63.2   Certification of foreign flight crewmembers other than pilots.	63
§ 63.3   Certificates and ratings required.	63
§ 63.11   Application and issue.	63
§ 63.12   Offenses involving alcohol or drugs.	63
§ 63.12a   Refusal to submit to an alcohol test or to furnish test results.	63
§ 63.13   Temporary certificate.	63
§ 63.14   Security disqualification.	63
§ 63.15   Duration of certificates.	63
§ 63.16   Change of name; replacement of lost or destroyed certificate.	63
§ 63.17   Tests: General procedure.	63
§ 63.18   Written tests: Cheating or other unauthorized conduct.	63
§ 63.19   Operations during physical deficiency.	63
§ 63.20   Applications, certificates, logbooks, reports, and records; falsification, reproduction, or alteration.	63
§ 63.21   Change of address.	63
§ 63.23   Special purpose flight engineer and flight navigator certificates: Operation of U.S.-registered civil airplanes leased by a person not a U.S. citizen.	63
§ 63.31   Eligibility requirements; general.	63
§ 63.33   Aircraft ratings.	63
§ 63.35   Knowledge requirements.	63
§ 63.37   Aeronautical experience requirements.	63
§ 63.39   Skill requirements.	63
§ 63.41   Retesting after failure.	63
§ 63.42   Flight engineer certificate issued on basis of a foreign flight engineer license.	63
§ 63.43   Flight engineer courses.	63
§ 63.51   Eligibility requirements; general.	63
§ 63.53   Knowledge requirements.	63
§ 63.55   Experience requirements.	63
§ 63.57   Skill requirements.	63
§ 63.59   Retesting after failure.	63
§ 63.61   Flight navigator courses.	63
§ 65.1   Applicability.	65
§ 65.3   Certification of foreign airmen other than flight crewmembers.	65
§ 65.11   Application and issue.	65
§ 65.12   Offenses involving alcohol or drugs.	65
§ 65.13   Temporary certificate.	65
§ 65.14   Security disqualification.	65
§ 65.15   Duration of certificates.	65
§ 65.16   Change of name: Replacement of lost or destroyed certificate.	65
§ 65.17   Tests: General procedure.	65
§ 65.18   Written tests: Cheating or other unauthorized conduct.	65
§ 65.19   Retesting after failure.	65
§ 65.20   Applications, certificates, logbooks, reports, and records: Falsification, reproduction, or alteration.	65
§ 65.21   Change of address.	65
§ 65.31   Required credentials, certificates, and ratings or qualifications.	65
§ 65.33   Eligibility requirements: General.	65
§ 65.35   Knowledge requirements.	65
§ 65.37   Skill requirements: Operating positions.	65
§ 65.39   Practical experience requirements: Facility rating.	65
§ 65.41   Skill requirements: Facility ratings.	65
§ 65.45   Performance of duties.	65
§ 65.47   Maximum hours.	65
§ 65.49   General operating rules.	65
§ 65.50   Currency requirements.	65
§ 65.51   Certificate required.	65
§ 65.53   Eligibility requirements: General.	65
§ 65.55   Knowledge requirements.	65
§ 65.57   Experience or training requirements.	65
§ 65.59   Skill requirements.	65
§ 65.61   Aircraft dispatcher certification courses: Content and minimum hours.	65
§ 65.63   Aircraft dispatcher certification courses: Application, duration, and other general requirements.	65
§ 65.65   Aircraft dispatcher certification courses: Training facilities.	65
§ 65.67   Aircraft dispatcher certification courses: Personnel.	65
§ 65.70   Aircraft dispatcher certification courses: Records.	65
§ 65.71   Eligibility requirements: General.	65
§ 65.73   Ratings.	65
§ 65.75   Knowledge requirements.	65
§ 65.77   Experience requirements.	65
§ 65.79   Skill requirements.	65
§ 65.80   Certificated aviation maintenance technician school students.	65
§ 65.81   General privileges and limitations.	65
§ 65.83   Recent experience requirements.	65
§ 65.85   Airframe rating; additional privileges.	65
§ 65.87   Powerplant rating; additional privileges.	65
§ 65.89   Display of certificate.	65
§ 65.91   Inspection authorization.	65
§ 65.92   Inspection authorization: Duration.	65
§ 65.93   Inspection authorization: Renewal.	65
§ 65.95   Inspection authorization: Privileges and limitations.	65
§ 65.101   Eligibility requirements: General.	65
§ 65.103   Repairman certificate: Privileges and limitations.	65
§ 65.104   Repairman certificate - experimental aircraft builder - Eligibility, privileges and limitations.	65
§ 65.105   Display of certificate.	65
§ 65.107   Repairman certificate (light-sport aircraft): Eligibility, privileges, and limits.	65
§ 65.111   Certificate required.	65
§ 65.113   Eligibility requirements: General.	65
§ 65.115   Senior parachute rigger certificate: Experience, knowledge, and skill requirements.	65
§ 65.117   Military riggers or former military riggers: Special certification rule.	65
§ 65.119   Master parachute rigger certificate: Experience, knowledge, and skill requirements.	65
§ 65.121   Type ratings.	65
§ 65.123   Additional type ratings: Requirements.	65
§ 65.125   Certificates: Privileges.	65
§ 65.127   Facilities and equipment.	65
§ 65.129   Performance standards.	65
§ 65.131   Records.	65
§ 65.133   Seal.	65
§ 67.1   Applicability.	67
§ 67.3   Issue.	67
§ 67.4   Application.	67
§ 67.7   Access to the National Driver Register.	67
§ 67.101   Eligibility.	67
§ 67.103   Eye.	67
§ 67.105   Ear, nose, throat, and equilibrium.	67
§ 67.107   Mental.	67
§ 67.109   Neurologic.	67
§ 67.111   Cardiovascular.	67
§ 67.113   General medical condition.	67
§ 67.115   Discretionary issuance.	67
§ 67.201   Eligibility.	67
