Node	Label
§ 420.70   Separation distance measurement requirements.	420 
§ 125.271   Emergency and emergency evacuation duties.	125 
§ 135.175   Airborne weather radar equipment requirements.	135 
§ 121.407   Training program: Approval of airplane simulators and other training devices.	121 
§ 91.1417   CAMP: Mechanical interruption summary report.	91 
§ 1261.606   Salary offset request by a creditor agency other than NASA (the current paying agency).	1261 
§ 221.52   Airport to airport application, accessorial services.	221 
§ 375.45   Records and reports of occasional planeload charters.	375 
§ 1240.109   Hearing procedure.	1240 
§ 1271.605   Inspector General report.	1271 
§ 121.4   Applicability of rules to unauthorized operators.	121 
§ 1274.943   Investigation of research misconduct.	1274 
§ 135.167   Emergency equipment: Extended overwater operations.	135 
§ 1261.300   Scope of subpart.	1261 
§ 1253.125   Effect of other requirements.	1253 
§ 420.61   Records.	420 
§ 1261.404   Services of the Inspector General.	1261 
§ 93.305   Flight-free zones and flight corridors.	93 
§ 259.7   Response to consumer problems.	259 
§ 417.15   Records.	417 
§ 431.79   Reusable launch vehicle mission reporting requirements.	431 
§ 25.605   Fabrication methods.	25 
§ 125.33   Operations specifications not a part of certificate.	125 
§ 107.71   Retesting after failure.	107 
§ 135.105   Exception to second in command requirement: Approval for use of autopilot system.	135 
§ 183.57   Responsibilities of an ODA Holder.	183 
§ 29.1501   General.	29 
§ 91.144   Temporary restriction on flight operations during abnormally high barometric pressure conditions.	91 
§ 147.41   Change of location.	147 
§ 171.153   Requests for IFR procedure.	171 
§ 25.1011   General.	25 
§ 33.61   Applicability.	33 
§ 119.71   Management personnel: Qualifications for operations conducted under part 135 of this chapter.	119 
§ 125.295   Check airman authorization: Application and issue.	125 
§ 27.955   Fuel flow.	27 
§ 16.229   Burden of proof.	16 
§ 25.1549   Powerplant and auxiliary power unit instruments.	25 
§ 29.1151   Rotor brake controls.	29 
§ 121.652   Landing weather minimums: IFR: All certificate holders.	121 
§ 25.753   Main float design.	25 
§ 1274.102   Scope.	1274 
§ 1203.406   Additional classification factors.	1203 
§ 145.163   Training requirements.	145 
§ 297.1   Purpose.	297 
§ 121.2   Compliance schedule for operators that transition to part 121; certain new entrant operators.	121 
§ 65.39   Practical experience requirements: Facility rating.	65 
§ 382.141   What training are carriers required to provide for their personnel?	382 
§ 295.24   Disclosures.	295 
§ 91.1721   Incorporation by reference.	91 
§ 433.1   General.	433 
§ 29.573   Damage Tolerance and Fatigue Evaluation of Composite Rotorcraft Structures.	29 
§ 45.1   Applicability.	45 
§ 216.5   Existing permits.	216 
§ 25.1321   Arrangement and visibility.	25 
§ 29.59   Takeoff path: Category A.	29 
§ 47.7   United States citizens and resident aliens.	47 
§ 121.275   Fire detectors.	121 
§ 77.7   Form and time of notice.	77 
§ 139.105   Inspection authority.	139 
§ 121.685   Aircraft record: Domestic and flag operations.	121 
§ 73.19   Reports by using agency.	73 
§ 121.411   Qualifications: Check airmen (airplane) and check airmen (simulator).	121 
§ 33.70   Engine life-limited parts.	33 
§ 67.409   Denial of medical certificate.	67 
§ 1253.440   Health and insurance benefits and services.	1253 
§ 65.91   Inspection authorization.	65 
§ 1264.130   Determining the amount of penalties and assessments.	1264 
§ 406.157   Expert or opinion witnesses.	406 
§ 21.311   Issuance.	21 
§ 121.344   Digital flight data recorders for transport category airplanes.	121 
§ 125.165   Extinguishing agent container pressure relief.	125 
§ 460.17   Verification program.	460 
§ 406.175   Appeal from initial decision.	406 
§ 25.143   General.	25 
§ 29.87   Height-velocity envelope.	29 
§ 25.203   Stall characteristics.	25 
§ 141.95   Graduation certificate.	141 
§ 151.21   Procedures: Application; general information.	151 
§ 91.871   Waivers from interim compliance requirements.	91 
§ 27.1307   Miscellaneous equipment.	27 
§ 121.15   Carriage of narcotic drugs, marihuana, and depressant or stimulant drugs or substances.	121 
§ 249.7   Restrictions on record destruction.	249 
§ 374a.2   Applicability.	374a 
§ 27.497   Ground loading conditions: landing gear with tail wheels.	27 
§ 121.359   Cockpit voice recorders.	121 
§ 460.41   Scope.	460 
§ 1259.302   Application procedures.	1259 
§ 406.153   Burden of proof.	406 
§ 135.97   Aircraft and facilities for recent flight experience.	135 
§ 61.303   If I want to operate a light-sport aircraft, what operating limits and endorsement requirements in this subpart must I comply with?	61 
§ 135.64   Retention of contracts and amendments: Commercial operators who conduct intrastate operations for compensation or hire.	135 
§ 171.31   Maintenance and operations requirements.	171 
§ 415.103   General.	415 
§ 120.39   Testing for alcohol.	120 
§ 297.31   Preparation of airwaybills and manifests.	297 
§ 415.201   General.	415 
§ 385.17   Authority of the Assistant General Counsel for Regulation and Enforcement.	385 
§ 25.1142   Auxiliary power unit controls.	25 
§ 221.300   Discontinuation of electronic tariff system.	221 
§ 294.50   Cancellation, revocation, or suspension of registration.	294 
§ 1206.500   Search.	1206 
§ 212.8   Protection of customers' payments.	212 
§ 135.203   VFR: Minimum altitudes.	135 
§ 1245.107   Reservations.	1245 
§ 152.321   Notice of delay or acceleration.	152 
§ 29.1303   Flight and navigation instruments.	29 
§ 135.431   Continuing analysis and surveillance.	135 
§ 129.24   Cockpit voice recorders.	129 
§ 250.6   Exceptions to eligibility for denied boarding compensation.	250 
§ 152.205   United States share of project costs.	152 
§ 21.305   Organization.	21 
§ 26.21   Limit of validity.	26 
§ 152.103   Sponsors: Airport development.	152 
§ 27.977   Fuel tank outlet.	27 
§ 27.610   Lightning and static electricity protection.	27 
§ 1215.110   User cancellation of all services.	1215 
§ 218.1   Definitions.	218 
§ 29.1509   Rotor speed.	29 
§ 135.69   Restriction or suspension of operations: Continuation of flight in an emergency.	135 
§ 153.1   Applicability.	153 
§ 13.15   Civil penalties: Other than by administrative assessment.	13 
§ 25.1707   System separation: EWIS.	25 
§ 1209.300   Scope.	1209 
§ 121.544   Pilot monitoring.	121 
§ 61.81   Applicability.	61 
§ 29.1399   Riding light.	29 
§ 16.25   Dismissals.	16 
§ 29.351   Yawing conditions.	29 
§ 141.51   Applicability.	141 
§ 25.1167   Accessory gearboxes.	25 
§ 121.340   Emergency flotation means.	121 
§ 1201.103   Administration.	1201 
§ 158.87   Loss of Federal airport grant funds.	158 
§ 21.616   Responsibility of holder.	21 
§ 171.53   Reports.	171 
§ 65.117   Military riggers or former military riggers: Special certification rule.	65 
§ 25.307   Proof of structure.	25 
§ 183.1   Scope.	183 
§ 27.1557   Miscellaneous markings and placards.	27 
§ 302.401   Applicability.	302 
§ 17.15   Filing a protest.	17 
§ 27.1543   Instrument markings: general.	27 
§ 1250.106   Conduct of investigations.	1250 
§ 221.40   Specific requirements.	221 
§ 296.5   Agency relationships.	296 
§ 21.502   Acceptance of articles.	21 
§ 39.15   Does an airworthiness directive apply if the product has been changed?	39 
§ 298.31   Scope of service and equipment authorized.	298 
§ 11.63   How and to whom do I submit my petition for rulemaking or petition for exemption?	11 
§ 249.6   Destruction of records.	249 
§ 121.355   Equipment for operations on which specialized means of navigation are used.	121 
§ 1216.307   Programmatic EAs, and EISs, and tiering.	1216 
§ 254.3   Definitions.	254 
§ 65.67   Aircraft dispatcher certification courses: Personnel.	65 
§ 27.1581   General.	27 
§ 125.145   Firewall construction.	125 
§ 5.51   Applicability.	5 
§ 27.1189   Shutoff means.	27 
§ 295.1   Purpose.	295 
§ 27.501   Ground loading conditions: landing gear with skids.	27 
§ 67.413   Medical records.	67 
§ 161.9   Designation of noise description methods.	161 
§ 60.2   Applicability of sponsor rules to persons who are not sponsors and who are engaged in certain unauthorized activities.	60 
§ 23.2210   Structural design loads.	23 
§ 415.3   Types of launch licenses.	415 
§ 61.8   Inapplicability of unmanned aircraft operations.	61 
§ 417.221   Time delay analysis.	417 
§ 125.296   Training, testing, and checking conducted by training centers: Special rules.	125 
§ 121.345   Radio equipment.	121 
§ 417.19   Registration of space objects.	417 
§ 460.11   Environmental control and life support systems.	460 
§ 135.85   Carriage of persons without compliance with the passenger-carrying provisions of this part.	135 
§ 1261.414   Compromise of claims.	1261 
§ 250.3   Boarding priority rules.	250 
§ 221.131   Form of application for waivers.	221 
§ 1214.401   Applicability.	1214 
§ 29.995   Fuel valves.	29 
§ 221.600   Actions under assigned authority and petitions for review of staff action.	221 
§ 417.231   Collision avoidance analysis.	417 
§ 49.33   Eligibility for recording: general requirements.	49 
§ 125.251   Required inspection personnel.	125 
§ 43.16   Airworthiness limitations.	43 
§ 99.47   Guam ADIZ.	99 
§ 121.391   Flight attendants.	121 
§ 142.14   Employment of former FAA employees.	142 
§ 29.83   Landing: Category B.	29 
§ 27.1121   General.	27 
§ 135.152   Flight data recorders.	135 
§ 119.51   Amending operations specifications.	119 
§ 101.27   ATC notification for all launches.	101 
§ 25.1421   Megaphones.	25 
§ 302.604   Answers to a complaint or request for determination.	302 
§ 25.1438   Pressurization and pneumatic systems.	25 
§ 91.881   Final compliance: Civil subsonic jet airplanes weighing 75,000 pounds or less.	91 
§ 91.1719   Credit for prior training.	91 
§ 253.4   Incorporation by reference in the contract of carriage.	253 
§ 91.1109   Aircraft maintenance: Inspection program.	91 
§ 61.401   What is the purpose of this subpart?	61 
§ 139.111   Exemptions.	139 
§ 1252.405   Compliance procedure.	1252 
§ 27.1509   Rotor speed.	27 
§ 1251.302   New construction.	1251 
§ 298.50   Application.	298 
§ 1204.508   Delegation of authority of certain civil rights functions to Department of Education.	1204 
§ 25.1543   Instrument markings: general.	25 
§ 17.19   Motions practice and dismissal or summary decision of protests.	17 
§ 399.4   Nature and effect of policy statements.	399 
§ 302.12   Objections to public disclosure of information.	302 
§ 43.17   Maintenance, preventive maintenance, and alterations performed on U.S. aeronautical products by certain Canadian persons.	43 
§ 60.9   Additional responsibilities of the sponsor.	60 
§ 35.23   Propeller control system.	35 
§ 135.21   Manual requirements.	135 
§ 375.35   Free transportation.	375 
§ 21.101   Designation of applicable regulations.	21 
§ 437.87   Records.	437 
§ 27.1525   Kinds of operations.	27 
§ 417.207   Trajectory analysis.	417 
§ 1274.940   Changes in recipient's membership.	1274 
§ 91.227   Automatic Dependent Surveillance-Broadcast (ADS-B) Out equipment performance requirements.	91 
§ 1252.402   Mediation.	1252 
§ 1262.301   Filing and service of documents.	1262 
§ 171.73   Alternative forms of reports.	171 
§ 294.85   Charterworthiness standards.	294 
§ 21.327   Application.	21 
§ 1274.508   Contract administration.	1274 
§ 61.153   Eligibility requirements: General.	61 
§ 29.161   Trim control.	29 
§ 385.21   Authority of the Chief, Accounting Division, Office of Budget and Policy, Federal Transit Administration.	385 
§ 119.33   General requirements.	119 
§ 21.81   Requirements for issue and amendment of Class I provisional type certificates.	21 
§ 1240.101   Scope.	1240 
§ 35.43   Propeller hydraulic components.	35 
§ 26.23   Extended limit of validity.	26 
§ 27.1589   Loading information.	27 
§ 431.51   General.	431 
§ 1245.301   Inventions under NASA contracts.	1245 
§ 297.24   Notification to the Department of change of operations.	297 
§ 25.1182   Nacelle areas behind firewalls, and engine pod attaching structures containing flammable fluid lines.	25 
§ 1230.109   IRB review of research.	1230 
§ 158.49   Handling of PFC's.	158 
§ 420.5   Definitions.	420 
§ 93.309   General operating procedures.	93 
§ 48.125   Foreign civil aircraft.	48 
§ 121.151   Applicability.	121 
§ 1251.582   Illegal use of drugs	1251 
§ 91.1067   Initial and recurrent flight attendant crewmember testing requirements.	91 
Section 16   Objective Classification - Discontinued Operations	241 
§ 305.7   Issuance of investigation subpenas.	305 
§ 25.407   Trim tab effects.	25 
§ 135.501   Applicability and definitions.	135 
§ 136.33   Definitions.	136 
§ 1206.900   FOIA offices and electronic libraries.	1206 
§ 1262.103   Proceedings covered.	1262 
§ 21.5   Airplane or Rotorcraft Flight Manual.	21 
§ 152.409   Affirmative action plan standards.	152 
§ 1204.1006   Violations.	1204 
§ 27.733   Tires.	27 
§ 431.61   Incorporation of payload reentry determination in license application.	431 
§ 1252.303   Information requirements.	1252 
§ 1274.211   Award procedures.	1274 
§ 91.877   Annual reporting of Hawaiian operations.	91 
§ 13.205   Administrative law judges.	13 
§ 60.37   FSTD qualification on the basis of a Bilateral Aviation Safety Agreement (BASA).	60 
§ 137.51   Operation over congested areas: General.	137 
§ 121.307   Engine instruments.	121 
§ 91.211   Supplemental oxygen.	91 
§ 135.65   Reporting mechanical irregularities.	135 
§ 382.117   Must carriers permit passengers with a disability to travel with service animals?	382 
§ 251.2   Applicability.	251 
§ 43.9   Content, form, and disposition of maintenance, preventive maintenance, rebuilding, and alteration records (except inspections performed in accordance with part 91, part 125, § 135.411(a)(1), and § 135.419 of this chapter).	43 
§ 27.997   Fuel strainer or filter.	27 
§ 1245.202   Contents of communication initiating claim.	1245 
§ 29.1331   Instruments using a power supply.	29 
§ 151.80   Runway paving: Additional runway; other conditions.	151 
§ 121.461   Applicability.	121 
§ 125.383   Load manifest.	125 
§ 171.21   Scope.	171 
§ 413.15   Review period.	413 
§ 91.23   Truth-in-leasing clause requirement in leases and conditional sales contracts.	91 
§ 414.31   Monitoring compliance with the terms and conditions of a safety approval.	414 
§ 33.201   Design and test requirements for Early ETOPS eligibility.	33 
§ 171.113   Installation requirements.	171 
§ 34.20   Applicability.	34 
§ 161.317   Approval or disapproval of proposed restriction.	161 
§ 325.6   Periodic reviews.	325 
§ 121.356   Collision avoidance system.	121 
§ 25.521   General.	25 
§ 29.1325   Static pressure and pressure altimeter systems.	29 
§ 125.111   General.	125 
§ 399.120   Duration of certificates in limited-entry markets.	399 
§ 417.219   Data loss flight time and planned safe flight state analyses.	417 
§ 169.1   Applicability.	169 
§ 61.101   Recreational pilot privileges and limitations.	61 
§ 414.39   Submissions; oral presentations in safety approval actions.	414 
§ 1203.804   Meetings.	1203 
§ 1204.1001   Policy.	1204 
§ 27.975   Fuel tank vents.	27 
§ 1216.310   Classified actions.	1216 
§ 107.61   Eligibility.	107 
§ 47.71   Duration of Certificate; change of status.	47 
§ 292.2   Definitions.	292 
§ 101.25   Operating limitations for Class 2-High Power Rockets and Class 3-Advanced High Power Rockets.	101 
§ 25.1393   Minimum intensities in any vertical plane of forward and rear position lights.	25 
§ 13.77   Consent order of compliance.	13 
§ 16.247   Judicial review of a final decision and order.	16 
§ 36.803   Noise evaluation and calculation.	36 
§ 23.2615   Flight, navigation, and powerplant instruments.	23 
§ 120.207   Other requirements imposed by employers.	120 
§ 291.2   Definitions.	291 
§ 91.119   Minimum safe altitudes: General.	91 
§ 1263.109   Considerations in determining whether these procedures should be waived.	1263 
§ 1206.402   Suspending the basic time limit.	1206 
§ 121.412   Qualifications: Flight instructors (airplane) and flight instructors (simulator).	121 
§ 147.39   Display of certificate.	147 
§ 25.562   Emergency landing dynamic conditions.	25 
§ 137.75   Change of address.	137 
§ 161.413   Reevaluation procedure.	161 
§ 1259.502   Application procedures.	1259 
§ 13.225   Offer of proof.	13 
§ 372.3   Waiver.	372 
§ 27.1191   Firewalls.	27 
§ 29.973   Fuel tank filler connection.	29 
§ 405.1   Monitoring of licensed, permitted, and other activities.	405 
§ 125.219   Oxygen and portable oxygen concentrators for medical use by passengers.	125 
§ 1262.108   Awards against other agencies.	1262 
§ 25.331   Symmetric maneuvering conditions.	25 
§ 431.1   General.	431 
§ 382.7   To whom do the provisions of this part apply?	382 
§ 151.73   Land acquisition.	151 
§ 91.1099   Crewmember initial and recurrent training requirements.	91 
§ 25.865   Fire protection of flight controls, engine mounts, and other flight structure.	25 
§ 212.7   Direct sales.	212 
§ 171.261   Localizer performance requirements.	171 
§ 65.53   Eligibility requirements: General.	65 
§ 29.609   Protection of structure.	29 
§ 302.714   Availability of data to the U.S. Postal Service.	302 
§ 61.211   Applicability.	61 
§ 45.22   Exhibition, antique, and other aircraft: Special rules.	45 
§ 415.51   General.	415 
§ 1252.410   Exhaustion of administrative remedies.	1252 
§ 1252.302   Assurance of compliance and recipient assessment of age distinctions.	1252 
§ 135.43   Crewmember certificates: International operations.	135 
§ 135.340   Initial and transition training and checking: Flight instructors (aircraft), flight instructors (simulator).	135 
§ 65.1   Applicability.	65 
§ 437.69   Communications.	437 
§ 60.17   Previously qualified FSTDs.	60 
§ 302.501   Applicability.	302 
§ 25.147   Directional and lateral control.	25 
§ 1206.507   Categories of requesters.	1206 
§ 27.1529   Instructions for Continued Airworthiness.	27 
§ 415.135   Denial of safety approval.	415 
§ 135.19   Emergency operations.	135 
§ 145.159   Recommendation of a person for certification as a repairman.	145 
§ 27.653   Pressure venting and drainage of rotor blades.	27 
§ 152.415   Records and reports.	152 
§ 135.100   Flight crewmember duties.	135 
§ 93.51   Applicability.	93 
§ 61.7   Obsolete certificates and ratings.	61 
§ 65.103   Repairman certificate: Privileges and limitations.	65 
§ 61.129   Aeronautical experience.	61 
§ 23.2310   Buoyancy for seaplanes and amphibians.	23 
§ 271.5   Carrier revenues.	271 
§ 250.8   Denied boarding compensation.	250 
§ 399.60   Standards for determining priorities of hearing.	399 
§ 297.11   Disclaimer of jurisdiction.	297 
§ 11.15   What is a petition for exemption?	11 
§ 23.2235   Structural strength.	23 
§ 129.115   Limit of validity.	129 
§ 1253.430   Financial assistance.	1253 
§ 142.11   Application for issuance or amendment.	142 
§ 135.207   VFR: Helicopter surface reference requirements.	135 
§ 63.11   Application and issue.	63 
§ 235.2   Applicability.	235 
§ 91.905   List of rules subject to waivers.	91 
§ 25.1455   Draining of fluids subject to freezing.	25 
§ 121.1005   Hazardous materials training required.	121 
§ 221.212   Special tariff permission.	221 
§ 121.703   Service difficulty reports.	121 
Section 24   Profit and Loss Elements	241 
§ 211.1   Purpose.	211 
§ 25.507   Reversed braking.	25 
§ 1253.135   Designation of responsible employee and adoption of grievance procedures.	1253 
§ 157.5   Notice of intent.	157 
§ 1274.213   Distribution of cooperative agreements.	1274 
§ 1252.401   Complaints.	1252 
§ 61.89   General limitations.	61 
§ 91.1105   Flight attendants: Initial and transition ground training.	91 
§ 171.257   Minimum requirements for approval.	171 
§ 21.141   Issuance.	21 
